person_identifier,rural_urban,survey_weight,smoke,age,race,gender,highest_education,educ_highest_school_grade,educ_current_level
314970,Traditional,789.7995,No,34,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
314974,Traditional,789.7995,No,39,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
322236,Urban,759.3256,Yes,39,Coloured,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
312212,Traditional,228.9071,No,46,African,Female,Grade 1 (Previously Sub A/Class 1),Grade 1/Sub A/Class 1,
406615,Traditional,228.9071,Yes,21,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
720944,Traditional,228.9071,No,19,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
307766,Urban,2203.761,No,25,African,Female,Bachelors Degree and diploma,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Other (specify)
581084,Traditional,1712.488,Yes,34,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
715432,Traditional,1712.488,No,47,African,Female,No Schooling,No schooling,
775531,Traditional,1712.488,No,29,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
704638,Traditional,164.8045,No,39,African,Male,Diploma not requiring Grade 12/Std. 10,Grade 11/Std. 9/Form 4,
732271,Traditional,164.8045,No,18,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,Grade 11/Std. 9/Form 4
734629,Traditional,164.8045,No,61,African,Female,No Schooling,No schooling,
323856,Urban,642.7173,Yes,51,White,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
315008,Urban,330.2722,No,44,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
409327,Urban,330.2722,No,20,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
778340,Urban,330.2722,No,39,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
316967,Urban,282.2186,Yes,41,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
796382,Urban,282.2186,No,35,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
317240,Urban,490.3715,No,28,African,Male,Certificate not requiring Grade 12/Std. 10,Grade 11/Std. 9/Form 4,
305569,Urban,7474.775,No,85,White,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
391110,Urban,1463.759,No,31,Coloured,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
794214,Urban,1463.759,Yes,30,Coloured,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
583009,Urban,352.656,Yes,40,Coloured,Male,Certificate not requiring Grade 12/Std. 10,Grade 11/Std. 9/Form 4,
732762,Urban,352.656,No,42,Coloured,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
769903,Traditional,463.2493,No,31,African,Male,Grade 7 (Std. 5),Grade 7/Std. 5,
319270,Farms,189.5119,Yes,60,White,Male,Bachelors Degree and diploma,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
776128,Traditional,378.0683,No,53,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
320421,Urban,121.0431,No,47,Coloured,Female,Certificate not requiring Grade 12/Std. 10,Grade 10/Std. 8/Form 3,
319332,Urban,1267.118,No,33,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
725593,Urban,220.1699,No,40,Coloured,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
410912,Urban,2266.197,No,19,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
304918,Urban,609.8073,Yes,38,Coloured,Female,Grade 6 (Std. 4),Grade 6/Std. 4,
304921,Urban,609.8073,No,38,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
404413,Urban,609.8073,No,19,Coloured,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
321625,Traditional,826.6973,No,44,African,Female,Others (Specify),Grade 10/Std. 8/Form 3,Other (specify)
411271,Traditional,826.6973,No,18,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
406295,Traditional,2320.162,No,19,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
796550,Traditional,2320.162,No,18,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
735192,Urban,235.2685,No,24,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
324198,Urban,813.4867,No,68,Coloured,Female,Diploma not requiring Grade 12/Std. 10,Grade 5/Std. 3,
591322,Urban,813.4867,No,74,Coloured,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
321811,Urban,5106.462,Yes,25,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
320996,Urban,346.2528,Yes,32,Coloured,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
700676,Urban,346.2528,Yes,27,Coloured,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
381075,Traditional,6084.696,No,28,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
381164,Traditional,6084.696,No,51,African,Female,Grade 5 (Std. 3),Grade 5/Std. 3,
381202,Traditional,6084.696,No,33,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
381425,Traditional,6084.696,No,24,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
381059,Urban,10898.53,No,38,African,Female,Certificate not requiring Grade 12/Std. 10,Grade 11/Std. 9/Form 4,
321090,Urban,2629.282,No,71,Coloured,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
314443,Traditional,566.6584,No,32,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 11/Std. 9/Form 4,
314444,Traditional,566.6584,No,25,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
314445,Traditional,566.6584,No,62,African,Female,No Schooling,No schooling,
501612,Urban,1398.193,No,52,African,Male,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
305674,Urban,1312.634,No,46,African,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
633861,Urban,2838.694,No,65,White,Female,Bachelors Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
323568,Urban,352.5917,No,44,Coloured,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
412270,Urban,352.5917,No,18,Coloured,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
303567,Urban,1413.706,Yes,25,African,Male,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
789475,Urban,1413.706,No,26,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
320459,Urban,4035.462,No,46,African,Female,Bachelors Degree and diploma,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
581913,Urban,4035.462,No,49,African,Male,Grade 2 (Previously Sub B/Class 2),Grade 2/Sub B/Class 2,
321024,Urban,601.6394,No,69,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
581677,Farms,1474.185,Yes,55,African,Male,No Schooling,No schooling,
320884,Urban,1035.264,Yes,38,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
735823,Traditional,314.7929,No,60,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
798669,Traditional,314.7929,No,67,African,Male,Grade 7 (Std. 5),Grade 7/Std. 5,
319637,Urban,389.1263,Yes,36,Coloured,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
773752,Urban,389.1263,Yes,38,Coloured,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
785451,Urban,389.1263,No,32,Coloured,Male,Grade 5 (Std. 3),Grade 5/Std. 3,
305762,Urban,1044.293,Yes,34,African,Male,Certificate not requiring Grade 12/Std. 10,Grade 10/Std. 8/Form 3,
730632,Urban,1044.293,No,28,African,Male,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
731635,Urban,1044.293,No,60,African,Female,Certificate not requiring Grade 12/Std. 10,Grade 10/Std. 8/Form 3,
732807,Urban,1044.293,No,31,African,Female,Certificate not requiring Grade 12/Std. 10,Grade 11/Std. 9/Form 4,
735291,Urban,1044.293,No,34,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
409235,Urban,801.0659,Yes,22,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
312431,Farms,977.5453,No,64,African,Female,No Schooling,No schooling,
406403,Farms,977.5453,No,18,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,Grade 10/Std. 8/Form 3
406410,Farms,977.5453,No,19,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,Grade 9/Std. 7/Form 2
720973,Farms,977.5453,No,38,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
767981,Farms,977.5453,No,41,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
401252,Urban,2060.183,No,22,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Certificate requiring Grade 12/Std. 10
311996,Urban,381.5444,No,36,African,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
724501,Urban,381.5444,No,57,African,Female,Grade 6 (Std. 4),Grade 6/Std. 4,
724503,Urban,381.5444,No,23,African,Male,Others (Specify),Other (specify),
305458,Traditional,531.8102,No,59,African,Female,Grade 4 (Std. 2),Grade 4/Std. 2,
305459,Traditional,531.8102,No,27,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
401202,Traditional,531.8102,No,21,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,Grade 11/Std. 9/Form 4
736530,Traditional,531.8102,No,76,African,Male,Grade 4 (Std. 2),Grade 4/Std. 2,
303053,Traditional,697.8781,No,64,African,Female,No Schooling,No schooling,
697403,Urban,1610.163,No,59,White,Female,Bachelors Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
301270,Urban,2496.056,No,29,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
763155,Urban,2496.056,No,62,African,Female,Grade 6 (Std. 4),Grade 6/Std. 4,
381143,Traditional,1047.928,No,35,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
381144,Traditional,1047.928,No,33,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
381528,Traditional,1047.928,Yes,31,African,Male,Certificate not requiring Grade 12/Std. 10,Grade 10/Std. 8/Form 3,
381529,Traditional,1047.928,No,56,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
720134,Traditional,1047.928,Yes,26,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
794608,Traditional,1047.928,Yes,61,African,Male,Grade 3 (Std. 1),Grade 3/Std. 1,
302864,Urban,2817.891,No,56,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
317847,Traditional,381.3736,No,78,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
582819,Traditional,381.3736,No,38,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
734719,Traditional,266.2599,No,32,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
319811,Urban,4305.561,No,82,White,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
324331,Urban,3379.078,No,53,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
405338,Urban,176.2133,No,19,Coloured,Male,Grade 7 (Std. 5),Grade 7/Std. 5,
752752,Urban,176.2133,No,33,Coloured,Male,Grade 7 (Std. 5),Grade 7/Std. 5,
409736,Urban,1503.333,No,23,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,N4 (NATED)
320563,Traditional,1050.317,Yes,36,African,Male,Grade 6 (Std. 4),Grade 7/Std. 5,
746696,Traditional,1050.317,No,65,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
303100,Traditional,4976.229,No,39,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
305896,Traditional,4976.229,Yes,39,African,Male,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
606326,Urban,1321.318,Yes,31,White,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
305783,Farms,6889.061,No,33,African,Female,Honours Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
713369,Farms,6889.061,No,36,African,Male,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
381555,Urban,4529.213,No,48,African,Female,No Schooling,No schooling,
315365,Traditional,394.2292,No,60,African,Male,Grade 4 (Std. 2),Grade 4/Std. 2,
311152,Traditional,2611.623,No,53,African,Male,Grade 4 (Std. 2),Grade 4/Std. 2,
311153,Traditional,2611.623,No,25,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
492134,Traditional,2611.623,No,21,African,Male,National Certificate Vocational 2 (NCV 2),National Certificate Vocational 2 (NCV 2),Bachelors Degree and diploma
304288,Urban,840.5757,No,24,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,N3 (NATED)/NTC 3
761300,Urban,840.5757,No,21,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,N4 (NATED)
303828,Urban,3314.104,No,24,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
309019,Traditional,816.3133,No,34,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
751186,Traditional,816.3133,No,38,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
732507,Urban,236.4758,Yes,29,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Diploma requiring Grade 12/Std. 10
735538,Urban,236.4758,No,31,African,Male,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
322374,Urban,684.914,Yes,55,Coloured,Female,Grade 6 (Std. 4),Grade 6/Std. 4,
314180,Traditional,4403.746,No,29,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
691496,Urban,1024.303,No,64,Asian/Indian,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
699815,Urban,1024.303,Yes,66,Asian/Indian,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
581798,Traditional,946.5353,No,60,African,Male,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
303730,Traditional,2569.696,No,38,African,Female,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
303961,Urban,13723.81,No,40,African,Male,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
320886,Urban,434.6612,No,58,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
320888,Urban,434.6612,No,31,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
304558,Farms,998.9322,No,36,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
792922,Farms,998.9322,No,39,African,Male,Grade 7 (Std. 5),Grade 7/Std. 5,
319983,Urban,424.482,No,70,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
312223,Traditional,287.8028,No,73,African,Female,Grade 3 (Std. 1),Grade 3/Std. 1,
406841,Traditional,287.8028,No,23,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
781772,Traditional,287.8028,No,25,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
788087,Traditional,287.8028,No,36,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
311999,Traditional,209.3874,No,65,African,Male,Grade 4 (Std. 2),Grade 4/Std. 2,
743735,Traditional,209.3874,No,34,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
745975,Traditional,209.3874,No,20,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
767217,Traditional,209.3874,No,39,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
391061,Urban,242.9024,No,52,White,Male,Diploma not requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
391062,Urban,242.9024,No,51,White,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
309248,Urban,5741.083,No,53,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
401117,Urban,5741.083,No,20,African,Male,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
742587,Traditional,463.3541,No,27,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Diploma requiring Grade 12/Std. 10
750397,Traditional,463.3541,No,51,African,Female,No Schooling,No schooling,
381087,Urban,7960.999,No,31,African,Male,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,Bachelors Degree
322779,Urban,4819.917,No,31,Coloured,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
707348,Urban,4819.917,No,69,Coloured,Female,No Schooling,No schooling,
792911,Urban,4819.917,No,43,Coloured,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
401086,Traditional,2621.289,No,21,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
306579,Traditional,1398.594,No,53,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
309070,Traditional,1398.594,No,29,African,Male,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
309079,Traditional,1398.594,No,25,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
309086,Traditional,1398.594,No,27,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
741143,Traditional,1398.594,No,32,African,Female,Certificate not requiring Grade 12/Std. 10,Grade 11/Std. 9/Form 4,
784003,Traditional,1398.594,No,24,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
311827,Farms,2243.565,No,60,African,Male,Grade 8 (Std. 6/Form 1),Grade 8/Std. 6/Form 1,
314460,Urban,825.2714,No,44,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
492564,Urban,2569.844,No,20,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,National Certificate Vocational 2 (NCV 2)
318944,Traditional,5091.474,No,48,African,Male,No Schooling,No schooling,
305182,Traditional,292.1109,No,54,African,Female,Grade 7 (Std. 5),Grade 7/Std. 5,
492398,Traditional,292.1109,No,21,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,Grade 12/Std. 10/Form 5/Matric/Senior Certificate
730398,Traditional,292.1109,No,27,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
773048,Traditional,292.1109,No,25,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
734655,Traditional,209.2535,No,78,African,Female,Grade 4 (Std. 2),Grade 4/Std. 2,
311846,Farms,1156.666,Yes,38,African,Male,Grade 2 (Previously Sub B/Class 2),Grade 2/Sub B/Class 2,
787874,Farms,1156.666,No,52,African,Female,No Schooling,No schooling,
641026,Urban,1241.552,Yes,28,White,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
662782,Urban,1241.552,No,58,White,Male,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
670474,Urban,1241.552,Yes,48,White,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
672242,Urban,1241.552,Yes,32,White,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
310934,Traditional,649.54,No,78,African,Female,No Schooling,No schooling,
310935,Traditional,649.54,No,56,African,Female,No Schooling,No schooling,
310937,Traditional,649.54,No,26,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
401372,Traditional,649.54,No,20,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
401390,Traditional,649.54,No,23,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
401391,Traditional,649.54,No,18,African,Male,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,Grade 10/Std. 8/Form 3
683261,Urban,6955.239,No,36,African,Male,Bachelors Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
725041,Urban,298.648,No,38,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
725042,Urban,298.648,No,42,African,Male,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
735955,Traditional,1319.603,No,68,African,Female,No Schooling,No schooling,
381182,Traditional,578.1558,No,28,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
302809,Urban,901.8683,No,57,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
302810,Urban,901.8683,No,49,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
302811,Urban,901.8683,No,26,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
305752,Urban,6733.771,No,40,African,Female,Bachelors Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
301508,Urban,3568.983,No,33,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
319196,Urban,557.1337,No,29,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
319393,Urban,557.1337,No,59,African,Female,Grade 9 (Std. 7/Form 2),Grade 9/Std. 7/Form 2,
736003,Urban,557.1337,No,31,African,Male,National Certificate Vocational 4 (NCV 4),Grade 11/Std. 9/Form 4,
689783,Urban,2695.996,No,48,African,Male,Bachelors Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
695140,Urban,2695.996,No,40,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
656679,Urban,570.8378,No,75,African,Female,Grade 6 (Std. 4),Grade 6/Std. 4,
662867,Urban,570.8378,No,82,African,Male,No Schooling,No schooling,
311009,Traditional,596.8644,Yes,28,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
722274,Traditional,596.8644,No,48,African,Female,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
621753,Urban,2440.375,No,68,White,Male,Bachelors Degree,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
684907,Urban,319.0091,No,61,African,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
323440,Urban,1507.641,No,61,Coloured,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
591143,Urban,1507.641,No,25,Coloured,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
304043,Urban,6086.278,No,32,African,Male,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
308935,Traditional,3228.077,No,40,African,Female,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,
772236,Traditional,3228.077,No,30,African,Male,Grade 11 (Std. 9/Form 4),Grade 11/Std. 9/Form 4,
309402,Urban,1047.161,No,44,African,Female,Certificate requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
402574,Urban,1047.161,Yes,21,African,Male,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
604080,Urban,1176.179,No,72,White,Female,Grade 12 (Std. 10/Matric/Senior Certificate/Form 5),Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
311886,Traditional,760.3176,No,53,African,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
313532,Traditional,760.3176,No,33,African,Female,Diploma requiring Grade 12/Std. 10,Grade 12/Std. 10/Form 5/Matric/Senior Certificate,
406603,Traditional,760.3176,No,19,African,Male,Grade 10 (Std. 8/Form 3),Grade 10/Std. 8/Form 3,Grade 11/Std. 9/Form 4
312369,Farms,2751.557,Yes,58,African,Male,Certificate not requiring Grade 12/Std. 10,Grade 9/Std. 7/Form 2,
